valid_time,lat,lon,land_sea_mask,model_bathymetry,sea_ice_cover,sea_surface_first_partition_swell_wave_mean_direction,sea_surface_first_partition_swell_wave_mean_period,sea_surface_first_partition_swell_wave_significant_height,sea_surface_maximum_individual_wave_height,sea_surface_second_partition_swell_wave_mean_direction,sea_surface_second_partition_swell_wave_mean_period,sea_surface_second_partition_swell_wave_significant_height,sea_surface_temperature,sea_surface_total_swell_wave_mean_direction,sea_surface_total_swell_wave_mean_period,sea_surface_total_swell_wave_significant_height,sea_surface_wave_mean_direction,sea_surface_wave_mean_period,sea_surface_wave_significant_height,sea_surface_wind_wave_mean_direction,sea_surface_wind_wave_mean_period,sea_surface_wind_wave_significant_height
2020-12-01T23:00:00,26.90237333,171.4389333,0,999,0,338.25,11,2.25,4.75,114.25,9,1.25,298.25,351,10.5,2.5,349.5,10.5,2.75,278,2.75,0.25
2020-12-02T00:00:00,26.98813333,171.17968,0,999,0,338.25,10.75,2.25,4.75,114.5,9,1.25,298.75,352.25,10.25,2.5,350.5,10.25,2.5,291.5,3,0.5
2020-12-02T01:00:00,27.0768,170.91016,0,999,0,337.75,10.5,2.25,4.5,114.75,9,1.25,299,352.5,10,2.5,351.25,10,2.5,293.5,2.75,0.25
2020-12-02T02:00:00,27.15917333,170.6421333,0,999,0,337.75,10.25,2,4.5,115,9,1.25,298.75,353.75,10,2.5,353.25,10,2.5,288.5,2.25,0.25
2020-12-02T03:00:00,27.23744,170.36928,0,999,0,338,10.25,2,4.25,115.25,9,1.25,298.5,354.5,9.75,2.25,354,9.75,2.25,282,2.25,0.25
2020-12-02T04:00:00,27.32021333,170.1140533,0,999,0,338.25,10,2,4.25,115.5,9,1.25,298.25,355.25,9.75,2.25,354.75,9.75,2.25,272.75,2.25,0.25
2020-12-02T05:00:00,27.40824,169.83912,0,999,0,339,10,2,4.25,115.5,9,1.25,298.25,334.25,9.75,2.25,333.5,9.75,2.25,273.25,2.5,0.25
2020-12-02T06:00:00,27.46818667,169.6293867,0,999,0,339.25,10,2,4.25,115.75,9.25,1.25,298.25,357.25,9.75,2.25,356.25,9.75,2.25,273.75,2.5,0.25
2020-12-02T07:00:00,27.56106667,169.30584,0,999,0,340,10,2,4,115.75,9.25,1.25,298.25,179.5,9.75,2.25,358.25,9.75,2.25,277.75,2.5,0.25
2020-12-02T08:00:00,27.64386667,169.01984,0,999,0,341,10,2,4,116.25,9.25,1.25,298.25,90.75,9.75,2.25,358.25,9.5,2.25,291,2.75,0.25
2020-12-02T09:00:00,27.71301333,168.77864,0,999,0,341.5,10,2,4,116.75,9.25,1,298.25,180.75,9.75,2.25,268.5,9.5,2.25,299,2.75,0.25
2020-12-02T10:00:00,27.79410667,168.51032,0,999,0,342.75,10,1.75,4,116.75,9.25,1,298.25,3,9.75,2.25,179.75,9.5,2.25,284.5,3,0.5
2020-12-02T11:00:00,27.8672,168.2607467,0,999,0,343.5,9.75,1.75,4,117,9.25,1,298.25,3.5,9.5,2.25,135.75,9.5,2.25,284.75,2.75,0.25
2020-12-02T12:00:00,27.94392,167.9936,0,999,0,344.5,9.75,1.75,4,117.5,9.25,1,298.25,4.5,9.5,2.25,2.5,9.5,2.25,296.75,2.75,0.25
2020-12-02T14:00:00,28.10786667,167.4282667,0,999,0,348.25,9.75,1.75,4,117.5,9.25,1,298.25,8.75,9.5,2,8.25,9.5,2,318,2.5,0.25
2020-12-02T15:00:00,28.22917333,167.1192267,0,999,0,349.5,9.75,1.75,4,117.75,9.25,1,298.25,10.25,9.5,2,10.25,9.5,2,50,2.75,0.25
2020-12-02T16:00:00,28.32176,166.8861067,0,999,0,350.25,9.75,1.75,4,117.75,9.25,1,298.25,11.75,9.5,2,12,9.25,2,13.75,3,0.5
2020-12-02T17:00:00,28.43664,166.6019733,0,999,0,351,9.75,1.75,4,117.75,9.25,1,298.25,13.25,9.5,2,14,9,2,18.75,3.25,0.5
2020-12-02T18:00:00,28.55616,166.2971467,0,999,0,352,9.5,1.75,4,118,9.25,1,298.25,14,9.5,2,15.5,9,2,26.5,3.25,0.5
2020-12-02T19:00:00,28.65488,166.034,0,999,0,352.75,9.25,1.75,4,118.25,9.25,1,298.25,14,9.25,2,15.75,9,2,32.75,3.25,0.5
2020-12-02T20:00:00,28.78205333,165.68552,0,999,0,353.5,9.25,1.75,4,118.5,9.25,1,298.75,13.75,9.25,2,15.5,9,2.25,39.25,3,0.5
2020-12-02T21:00:00,28.85946667,165.4769067,0,999,0,353.75,9.25,2,4,119,9.25,1,298.75,12,9.25,2,13.25,9,2.25,44.25,2.75,0.5
2020-12-02T22:00:00,28.96434667,165.1878667,0,999,0,354.5,9,2,4,119.25,9.25,1,298.75,10.25,9,2.25,10.5,9,2.25,47,1.75,0
2020-12-02T23:00:00,29.02338667,164.9041867,0,999,0,353.5,9.25,2,4.25,119,9.25,1,298.5,8.75,9.25,2.25,8.75,9.25,2.25,42.5,2,0.25
2020-12-03T00:00:00,29.07893333,164.62352,0,999,0,351.25,9.25,2,4.25,119.25,9.25,1,298,5.25,9.25,2.25,6,9.25,2.25,39.75,2.5,0.25
2020-12-03T01:00:00,29.1356,164.3379933,0,999,0,349.5,9.5,2.25,4.5,119,9.25,1,298,93,9.5,2.25,4.25,9.25,2.25,37.75,3,0.5
2020-12-03T02:00:00,29.17738667,164.0744267,0,999,0,348,9.75,2.25,4.5,119,9.25,1,298,90.75,9.5,2.5,3.25,9.25,2.5,45,3.25,0.5
2020-12-03T03:00:00,29.20981333,163.7888533,0,999,0,347,9.75,2.25,4.75,119,9.25,1,297.5,178.25,9.75,2.5,1.75,9.25,2.5,53,3.25,0.5
2020-12-03T04:00:00,29.23829333,163.5293333,0,999,0,347,9.75,2.25,4.75,119,9.25,1,297.5,357.75,9.75,2.5,181.25,9.25,2.5,62.25,3.25,0.5
2020-12-03T05:00:00,29.27266667,163.2591467,0,999,0,346.75,9.75,2.25,4.75,119,9.25,1,297.75,357,9.75,2.5,180.75,9.25,2.5,71.5,3.25,0.5
2020-12-03T06:00:00,29.2952,163.0702933,0,999,0,346.5,9.75,2.25,4.75,119,9.25,1,297.75,356.5,9.75,2.5,180.25,9.25,2.5,79.75,3.25,0.5
2020-12-03T07:00:00,29.33408,162.7305333,0,999,0,346,9.75,2.25,4.75,119,9.25,1,297.75,355.75,9.75,2.5,269.5,9.5,2.5,86.25,3.25,0.5
2020-12-03T08:00:00,29.37314667,162.4294667,0,999,0,346,9.75,2.25,4.75,118.75,9.25,1,298.25,355.75,9.75,2.5,269.5,9.5,2.5,94,3.25,0.5
2020-12-03T09:00:00,29.40552,162.2125867,0,999,0,345.75,9.75,2.25,4.75,118.5,9.5,1,298.5,355.5,9.75,2.5,269.75,9.5,2.5,102.5,3.5,0.5
2020-12-03T10:00:00,29.44304,161.9208533,0,999,0,345.5,10,2.25,5,118,9.5,1,298.75,355.25,9.75,2.5,0.5,9.25,2.5,113.75,3.5,0.75
2020-12-03T11:00:00,29.47696,161.64696,0,999,0,345.75,10,2.25,5,117.5,9.5,1,298.75,355.75,9.75,2.5,1.75,9.25,2.5,121.75,3.75,0.75
2020-12-03T12:00:00,29.51386667,161.3689067,0,999,0,344.5,10,2.25,5,116.75,9.5,1,299,357.25,9.75,2.5,2.75,9.25,2.5,133.5,3.75,0.75
2020-12-03T13:00:00,29.55226667,161.0862933,0,999,0,344.5,10,2.25,5,116.25,9.75,1,299,358.25,9.75,2.5,4.25,9.25,2.5,142.5,3.75,0.75
2020-12-03T14:00:00,29.58834667,160.8097067,0,999,0,344.25,10.25,2.25,5,116,9.75,1,298.5,224,9.75,2.5,5.25,9,2.5,151.75,4,1
2020-12-03T15:00:00,29.62266667,160.53496,0,999,0,344.5,10.25,2.25,5,116,9.75,1,298.5,90.75,9.75,2.5,6.5,9,2.5,160,4,1
2020-12-03T16:00:00,29.65608,160.2891733,0,999,0,344.75,10.25,2,5,116.5,9.75,1,298.25,3,9.75,2.5,7.25,8.75,2.5,169.25,4,1
2020-12-03T17:00:00,29.68896,159.99648,0,999,0,344.75,10.25,2,5,116.75,9.75,1.25,298,4.5,9.5,2.5,7.25,8.75,2.5,177.25,4,1
2020-12-03T18:00:00,29.71872,159.7545067,0,999,0,345.25,10.25,2,4.75,116.75,9.75,1,298.25,6,9.5,2.25,7.25,8.75,2.5,182.25,4,1
2020-12-03T19:00:00,29.75208667,159.5008783,0,999,0,345.75,10.25,2,4.75,116.75,9.75,1,298,5.75,9.5,2.25,9.25,8.75,2.5,179.25,4,1
2020-12-03T20:00:00,29.78349333,159.2401067,0,999,0,346.5,10.25,2,4.75,116.5,9.75,1,298,8.25,9.5,2.25,13.25,8.5,2.5,181.5,4.25,1.25
2020-12-03T21:00:00,29.81413333,158.9688,0,999,0,347,10.25,1.75,4.75,116.75,9.75,1.25,297.75,13,9.5,2.25,16.5,8.25,2.5,190,4.25,1.25
2020-12-03T22:00:00,29.84682667,158.7312533,0,999,0,347.5,10.25,1.75,4.75,116,9.75,0.75,297.5,15.25,9.5,2,37.5,8,2.5,193.5,4.5,1.5
2020-12-03T23:00:00,29.87829333,158.4802667,0,999,0,348.25,10.25,1.75,5,116.5,10,0.75,297.5,18.5,9.5,2,181.75,7.5,2.5,195,4.75,1.75
2020-12-04T00:00:00,29.90634667,158.2306667,0,999,0,349.25,10.5,1.5,5,116.75,9.5,1,297.5,23.5,9.5,2,188,7.25,2.75,196,5,1.75
2020-12-04T01:00:00,29.93701333,157.9758667,0,999,0,350.75,10.5,1.5,5,115.75,10,0.75,297.5,60,9,1.75,195.25,7.25,2.75,211,5.25,2
2020-12-04T02:00:00,29.97112,157.7290933,0,999,0,343.5,10.25,1.25,5.25,143.5,6.25,1.25,297.5,81,8.75,1.75,206,7,2.75,220.75,5.25,2
2020-12-04T03:00:00,30.04003667,157.1355933,0,999,0,345.25,10.25,1.25,5.5,114.75,10,0.75,297.25,114.25,8.5,1.75,217,6.75,2.75,232,5.5,2.25
2020-12-04T04:00:00,30.03362667,157.2160533,0,999,0,168.25,6.75,1.5,5.5,345.75,10.25,1,297.25,157.25,8.25,2,224,6.75,2.75,247.75,5.25,2
2020-12-04T05:00:00,30.06285333,156.9416533,0,999,0,202.25,6.75,2,5,348.25,10.5,1,297,203.25,7.5,2.25,227,7,2.5,292.75,4.25,1.25
2020-12-04T06:00:00,30.09559,156.6514267,0,999,0,210,6.5,2,4.75,345.75,10.25,1,296.75,210,7.5,2.25,223.5,7.25,2.5,321.75,3.75,0.75
2020-12-04T07:00:00,30.13002667,156.3792533,0,999,0,208,6.75,1.75,4.25,346.5,10,1,296.5,209,7.5,2.25,219.5,7.25,2.25,337,3.5,0.75
2020-12-04T08:00:00,30.16746833,156.1048017,0,999,0,203.5,6.75,1.75,4.25,346.25,10,1,296.5,207.5,7.5,2,216.25,7.25,2.25,350.75,3.5,0.5
2020-12-04T09:00:00,30.20981,155.813715,0,999,0,200.5,6.75,1.5,4,345.75,10,1,296.5,205.25,7.75,2,222,7.25,2,5.5,3.75,0.75
2020-12-04T10:00:00,30.24034667,155.5600533,0,999,0,198.75,6.75,1.5,4,218.5,7.5,1,296.75,209.5,7.5,2,251.25,7.25,2,15.25,3.75,0.75
2020-12-04T11:00:00,30.28138667,155.23184,0,999,0,196.25,6.75,1.25,4,220.75,7.75,1,297,223.25,7.5,2,183.75,7,2,18.25,4,0.75
2020-12-04T12:00:00,30.31858667,154.9306667,0,999,0,218.5,6.75,1.25,4,250.75,7.25,1.25,296.75,280.75,7.75,1.75,12.25,7,2,23.75,4,1
2020-12-04T13:00:00,30.36010167,154.606875,0,999,0,301.25,6.5,1.25,4,168.5,7.5,1,296.75,296.5,7.75,1.75,16.75,7,2,29,4,1
2020-12-04T14:00:00,30.39658667,154.3393067,0,999,0,312.5,7,1.25,4,171.75,7.25,1,296.75,267.75,7.75,1.75,19.75,7,2,34,4,1
2020-12-04T15:00:00,30.43709167,154.0099867,0,999,0,337.5,7,1.25,4,181,6.75,1,296.75,6,7.75,1.75,23.25,7,2,40.25,4,1
2020-12-04T16:00:00,30.46074167,153.7186,0,999,0,342.25,7.25,1.5,3.75,176.25,6.75,0.75,296.5,7.75,7.75,1.75,23.25,7,2,44.5,4,0.75
2020-12-04T17:00:00,30.48864,153.42256,0,999,0,344.25,7.25,1.5,3.75,121,8.75,0.75,296.5,11,7.75,1.75,25.5,7,2,51.5,3.75,0.75
2020-12-04T18:00:00,30.51674667,153.17144,0,999,0,345.75,7.25,1.5,3.75,129.25,8.25,1,296.5,13.5,7.75,1.75,26.75,7,2,55.5,3.75,0.75
2020-12-04T19:00:00,30.5596,152.79976,0,999,0,346.5,7.25,1.5,3.5,132,8.25,1,296.25,15,7.75,1.75,27,7,1.75,59.25,3.75,0.75
2020-12-04T20:00:00,30.57354667,152.6943467,0,999,0,348,7.25,1.5,3.5,132.25,8.25,1,296.25,13,7.75,1.75,25.25,7.25,2,61.5,3.75,0.75
2020-12-04T21:00:00,30.61429333,152.3388533,0,999,0,348.5,7.25,1.5,3.5,130.5,8.25,1,296,11.75,7.75,1.75,24,7.25,2,65,3.75,0.75
2020-12-04T22:00:00,30.65568,152.01072,0,999,0,345.75,7.75,1.5,3.75,129,8.25,1,296.25,8,8,1.75,22.5,7.25,2,57.25,4,0.75
2020-12-04T23:00:00,30.68853333,151.7627467,0,999,0,347.25,8,1.5,4,128.5,8.25,0.75,296.25,3.75,8,1.75,20.75,7.25,2,59.5,4,1
2020-12-05T00:00:00,30.72170667,151.4935733,0,999,0,348.75,8,1.75,4,128,8.5,0.75,296.25,2.75,8,2,20.25,7.25,2.25,63.75,4,1
2020-12-05T01:00:00,30.74408,151.3135733,0,999,0,349,8.25,1.75,4,127,8.5,0.75,296.25,182,8,2,19.75,7.25,2.25,64.75,4.25,1
2020-12-05T02:00:00,30.78565333,150.9688533,0,999,0,349.25,8.25,1.75,4.25,126,8.25,0.75,296.5,181.5,8.25,2,19.75,7.25,2.25,64.75,4.25,1
2020-12-05T03:00:00,30.81989333,150.6994667,0,999,0,350,8.25,1.75,4.5,125.5,8.5,0.75,296.25,270.75,8.25,2,20.5,7.25,2.25,66.5,4.5,1.25
2020-12-05T04:00:00,30.85674667,150.4398933,0,999,0,351,8.25,2,4.5,124.75,8.5,0.75,296.25,1.5,8.25,2,22,7.25,2.25,70.5,4.5,1.25
2020-12-05T05:00:00,30.89282667,150.1664267,0,999,0,353.5,8.25,2,4.5,123.75,8.75,0.75,296.25,3.5,8.25,2,24.25,7.5,2.5,78.5,4.5,1.25
2020-12-05T06:00:00,30.90874667,149.9944533,0,999,0,356.5,8.25,2,4.5,124.25,8.75,0.75,296.25,6,8.25,2,26.25,7.5,2.25,88.5,4.5,1
2020-12-05T07:00:00,30.94549333,149.67104,0,999,0,354.25,8.5,1.75,4.5,72.25,7,0.75,296.25,8.5,8.25,2,32.75,7.25,2.5,97.75,4.75,1.25
2020-12-05T08:00:00,30.98453333,149.3775467,0,999,0,353.25,8.5,1.75,4.5,59.25,6,0.75,296.25,15,8.25,2,36,7.25,2.25,106,4.5,1
2020-12-05T09:00:00,31.00408,149.2145333,0,999,0,353.25,8.5,1.75,4.25,73,6,1,296.25,22,8,2,36.75,7.5,2.25,112.5,4,1
2020-12-05T10:00:00,31.03914667,148.9356833,0,999,0,353.75,8.75,1.5,4.25,107.75,8.75,1.25,296,24,8,2,39,7.5,2.25,97.75,4,1
2020-12-05T11:00:00,31.06608,148.6940267,0,999,0,352.75,8.75,1.5,4,88.75,6.75,1,295.75,25.75,8,2,41.5,7.5,2.25,100.5,4,0.75
2020-12-05T12:00:00,31.09216,148.4425217,0,999,0,353,8.75,1.5,4,81.75,6,1.25,295.5,31.75,8,2,42.75,7.5,2,113,3.5,0.75
2020-12-05T13:00:00,31.12840167,148.17396,0,999,0,354.25,8.75,1.5,3.75,85,6,1.25,295.75,36.25,7.75,2,45.25,7.5,2,123.25,3.5,0.5
2020-12-05T14:00:00,31.16058667,147.9081867,0,999,0,354.75,8.75,1.25,3.5,86.75,6,1,295.75,40,7.75,1.75,47.75,7.5,2,132.75,3.25,0.5
2020-12-05T16:00:00,31.22930667,147.3533333,0,999,0,229,7.75,1.25,3.5,221.25,7.25,1,295.5,52,7.5,1.75,57.25,7.25,1.75,182.75,2.75,0.5
2020-12-05T17:00:00,31.25501333,147.1498133,0,999,0,233.25,7.5,1.25,3.25,222.5,7.25,1,295.5,57,7.5,1.75,57.5,7.25,1.75,237.5,2.5,0.25
2020-12-05T19:00:00,31.31054667,146.67579,0,999,0,233,7.75,1.25,3,223.25,7.25,1,295.75,59.5,7.5,1.5,56.25,7.25,1.5,303.75,2.5,0.25
2020-12-05T21:00:00,31.37781333,146.15016,0,999,0,77.5,7.75,1.25,3,289.25,8,1,296,62,7.75,1.5,59,7.5,1.75,320.5,2.5,0.25
2020-12-05T22:00:00,31.41125333,145.88216,0,999,0,73,7,1,3,290,7.75,1,296.25,62.25,7.75,1.5,60,7.5,1.5,304,2.25,0.25
2020-12-05T23:00:00,31.43696,145.6520267,0,999,0,165,7.5,1,3,290.25,7.75,1,296.25,63.5,7.75,1.5,60.75,7.5,1.5,297,2.5,0.25
2020-12-06T00:00:00,31.46866667,145.3780267,0,999,0,102.5,7.5,1.25,3,358.5,8.25,0.75,296.25,64.25,7.5,1.5,61.5,7.25,1.5,303.75,2.5,0.25
2020-12-06T01:00:00,31.49549333,145.14656,0,999,0,102.75,7.5,1.25,2.75,89.75,8,0.75,296,63,7.5,1.5,60.75,7.25,1.5,313.5,2.25,0.25
2020-12-06T02:00:00,31.52796667,144.8870667,0,999,0,103.75,7.5,1.25,2.75,2.25,7.5,0.75,296,61.75,7.25,1.5,59.75,7.25,1.5,319.25,2.25,0.25
2020-12-06T03:00:00,31.5584,144.6355467,0,999,0,106.5,7.75,1,2.75,7.5,6.75,1,296,60.75,7.25,1.5,58.5,7.25,1.5,321.5,2.25,0.25
2020-12-06T04:00:00,31.58986667,144.3964267,0,999,0,107.5,7.75,1,2.75,12.5,6.5,1,295.75,61,7.25,1.5,57.5,7,1.5,323.5,2.5,0.25
2020-12-06T05:00:00,31.61421333,144.15624,0,999,0,101.25,7.75,1,2.75,21,6.5,1,295.5,61.75,7.25,1.5,57.75,7,1.5,327.75,2.75,0.25
2020-12-06T06:00:00,31.6312,144.0017867,0,999,0,110.25,8,1,2.75,21.75,6.5,1,295.5,63,7.25,1.5,57.5,7,1.5,328.75,2.75,0.25
2020-12-06T07:00:00,31.67194667,143.6520533,0,999,0,109.75,8,1,2.75,24.25,6.5,1,295.5,65.25,7.25,1.5,59.75,7,1.5,333.25,2.75,0.25
2020-12-06T09:00:00,31.73397333,143.1680533,0,999,0,107.25,8,1,2.75,25.75,6.5,0.75,295.75,67.75,7.25,1.5,63.25,7,1.5,332.25,2.75,0.25
2020-12-06T10:00:00,31.77565333,142.8387733,0,999,0,81,7.5,1,2.75,59.25,7,0.75,296,67,7.25,1.5,64.75,7.25,1.5,328.75,2.25,0.25
2020-12-06T11:00:00,31.79154833,142.7014233,0,999,0,92,7.75,1,2.75,52.25,6.75,0.75,296.25,66.5,7.25,1.5,64.5,7.25,1.5,327,2.25,0.25
2020-12-06T12:00:00,31.82288,142.4609517,0,999,0,57,7,1,2.5,93,7.75,0.75,296.5,66.75,7.25,1.25,64,7.25,1.5,327.5,2.25,0.25
2020-12-06T13:00:00,31.85709333,142.1996267,0,999,0,82,7.75,1,2.5,61.75,7,0.75,296.5,65,7.25,1.25,63.5,7.25,1.5,335.25,2.25,0.25
2020-12-06T14:00:00,31.87605333,142.0427467,0,999,0,112,8.25,1,2.5,36,6.25,0.75,296.5,64,7.25,1.25,63.25,7.25,1.5,336.5,2,0.25
2020-12-06T16:00:00,31.94677333,141.4976267,0,999,0,112.75,8.25,1,2.5,53.25,6.75,0.75,296.5,63.25,7.25,1.25,63,7.25,1.25,328.75,1.75,0
2020-12-06T17:00:00,31.96328,141.3077867,0,999,0,101,8,1,2.5,180,6.25,0.75,296,64,7.25,1.25,63.75,7.25,1.25,329.5,1.75,0
2020-12-06T21:00:00,32.07312,140.3837067,0,982.75,0,65,7.25,1,2.5,151.25,7.25,0.75,296.5,69.25,7.25,1.25,69.25,7.25,1.25,99.75,3.25,0
2020-12-06T22:00:00,32.11773333,140.0332,0.001299738883972168,933.5,0,53,7,1,2.25,160.75,7.5,0.75,296.75,72,7.25,1.25,71.75,7.25,1.25,316,1.75,0
2020-12-06T23:00:00,32.12864,139.93904,0.001299738883972168,933.5,0,42.75,6.75,0.75,2.25,112.25,8.25,0.75,296.75,72.25,7.25,1.25,72,7.25,1.25,100.5,3.25,0
2020-12-07T00:00:00,32.1724,139.6295467,0.0006500482559204102,963.25,0,90.25,8,0.75,2.25,113.75,6.75,0.75,296.75,74,7.25,1.25,73.5,7.25,1.25,306.5,2,0
2020-12-07T01:00:00,32.21138667,139.4791467,0,954,0,100.25,8,1,2.25,181.75,5.75,0.75,296.75,74,7.25,1.25,73.25,7,1.25,303.5,2,0.25
2020-12-07T02:00:00,32.31672,139.06904,0,976.75,0,95,8,1,2.25,255,5,0.5,296.75,74.75,7.25,1.25,72.5,7,1.25,296.5,2.25,0.25
2020-12-07T04:00:00,32.426,138.66056,0,997,0,90.75,7.75,1,2.25,325.5,4.25,0.5,297,69,7,1.25,68.25,7,1.25,263.75,2.5,0
2020-12-07T05:00:00,32.47616,138.43904,0,999,0,91.5,8,1,2.25,326.5,4.25,0.75,296.75,64.75,6.75,1.25,64.75,6.75,1.25,35.25,3.75,0
2020-12-07T06:00:00,32.51968,138.2701067,0,999,0,92.5,8,1,2.25,332.75,4.5,0.75,297,65.5,7,1.25,65.5,7,1.25,35.25,3.75,0
2020-12-07T07:00:00,32.62446667,137.9044767,0,999,0,95.75,8,1,2.25,341.5,4.75,0.75,297,64.5,7,1.25,64.5,7,1.25,89,3.5,0
2020-12-07T08:00:00,32.68117333,137.6850533,0,999,0,98,8,1,2,349,4.75,0.75,296.75,68,7,1.25,68,7,1.25,47,3.5,0
2020-12-07T09:00:00,32.747135,137.42382,0,999,0,99.75,8.25,1,2,352.5,4.75,0.5,296.25,71.25,7,1,71.25,7,1,57.75,3.5,0
2020-12-07T10:00:00,32.78733333,137.2373067,0,999,0,100.25,8.25,1,2,354.5,4.75,0.5,296,75.5,7,1,75.75,7,1,247.5,2.25,0.25
2020-12-07T11:00:00,32.846375,136.98931,0,999,0,101.5,8.25,0.75,2,358.25,4.5,0.5,295,81.25,7.25,1,81.5,7,1,259.25,2.25,0.25
2020-12-07T12:00:00,32.91572667,136.7280417,0,999,0,102,8.25,0.75,2,227.5,4.5,0.5,295,86.25,7.25,1,86,7,1,277.25,2.25,0.25
2020-12-07T13:00:00,32.97112167,136.5017717,0,999,0,103.25,8.25,0.75,1.75,10.25,4.5,0.25,295,91.5,7.5,1,90.5,7.25,1,289,2.25,0.25
2020-12-07T14:00:00,33.030375,136.2671567,0,999,0,103.5,8.25,0.75,1.75,17.25,4.5,0.25,295.25,95.75,7.75,1,89.25,7,1,306,2.75,0.25
2020-12-07T15:00:00,33.089695,136.0357917,0,782.25,0,104,8.25,0.75,2,94.25,10.5,0.25,295.75,102,8,0.75,77.75,6.5,1,321,3,0.5
2020-12-07T16:00:00,33.14869833,135.8036317,0.0002307891845703125,789.75,0,105.5,8.25,0.75,2.25,241,10.25,0,295.75,105,8,0.75,37.75,5.75,1.25,336,3.5,0.75
2020-12-07T17:00:00,33.27735833,135.6167933,0.0003600120544433594,587.75,0,108.25,8.25,0.75,2.5,304,19.5,0.25,295.5,107.25,8,0.75,15.75,5.25,1.25,337.5,3.75,1
2020-12-07T18:00:00,33.416435,135.432855,0.1087714433670044,489,0,111.25,8.5,0.5,2.75,326.5,22.5,0.25,295.25,110,7.75,0.75,265.25,5,1.25,318.25,4,1.25
2020-12-07T19:00:00,33.554785,135.2416,0.16982436180114746,481.5,0,113.75,8.5,0.5,3,324.5,16,0.25,294.75,111,7.75,0.5,348.25,5,1.5,341.25,4.5,1.5
2020-12-07T20:00:00,33.68952167,135.06012,0.09827113151550293,418.5,0,121.25,8.75,0.5,3,312.25,20.75,0.25,294,95.75,6.75,0.5,339.25,4.75,1.5,338,4.5,1.5
2020-12-07T21:00:00,33.87969833,134.98926,0.137451171875,241.75,0,279.75,13.75,0.25,2.75,179,10.25,0.25,293.25,157.25,6.25,0.5,332.25,4.75,1.5,335,4.25,1.25
2020-12-07T22:00:00,34.070695,134.9835183,0.1939716339111328,54.25,0,323.75,12.25,0.25,1.75,131.5,8.75,0.25,292,182.25,5.25,0.5,318,4.25,1,325.5,3.5,0.75
2020-12-07T23:00:00,34.186175,134.986985,0.1939716339111328,54.25,0,168.25,7.5,0.25,1.75,288,13.25,0.25,292,199.75,5.25,0.25,318.25,4.25,1,324,3.5,0.75
2020-12-08T00:00:00,34.37798,135.07542,0.45041394233703613,29.75,-9999,271,17,0.25,1,185.75,9.5,0,-9999,260,4.25,0.25,299.25,3.5,0.5,257.5,3.25,0.5
2020-12-08T01:00:00,34.53354833,135.2174683,0.6223618984222412,20,-9999,310.5,13.75,0.25,0.75,151.5,7.75,0,-9999,282,3.75,0.25,292.25,3.25,0.25,173.75,3.25,0.25
2020-12-08T02:00:00,34.67461,135.3050183,0.6552231311798096,20,-9999,279.75,3.75,0.25,0.75,156.25,7.25,0,-9999,284.5,3.75,0.25,295,3.25,0.25,311.25,2.25,0.25
2020-12-08T03:00:00,34.68046,135.2835817,0.6552231311798096,20,-9999,282,3.75,0.25,0.75,155.25,7.25,0,-9999,287.5,3.5,0.25,296.25,3.25,0.25,315.25,2.25,0.25
2020-12-08T04:00:00,34.680575,135.2836017,0.6552231311798096,20,-9999,289.75,3.75,0.25,0.75,150.75,7.5,0,-9999,291.75,3.5,0.25,296.5,3.25,0.25,309.5,2,0.25
2020-12-08T05:00:00,34.68053167,135.28361,0.6552231311798096,20,-9999,294.5,3.5,0.25,0.75,150.75,7.5,0,-9999,296.75,3.5,0.25,295.5,3.25,0.25,168.5,3.25,0.25
2020-12-08T06:00:00,34.68057833,135.2835767,0.6552231311798096,20,-9999,221.5,5,0.25,0.75,138,8.75,0,-9999,296.5,3.5,0.25,293.75,3.25,0.25,165.5,3.25,0.25
2020-12-08T07:00:00,34.68053167,135.2834667,0.6552231311798096,20,-9999,220.75,5,0.25,0.5,138,8.75,0,-9999,293.75,3.25,0.25,292,3,0.25,165.25,3.25,0.25
2020-12-08T08:00:00,34.68055333,135.2835917,0.6552231311798096,20,-9999,288,3.5,0.25,0.5,151.25,7.25,0,-9999,291.75,3.25,0.25,291,3.25,0.25,167.75,3,0
2020-12-08T09:00:00,34.68055,135.2835683,0.6552231311798096,20,-9999,285.75,3.25,0.25,0.5,151.25,7.25,0,-9999,290.25,3.25,0.25,291,3.25,0.25,174.5,3,0
2020-12-08T10:00:00,34.68053333,135.2835667,0.6552231311798096,20,-9999,286.25,3.25,0.25,0.5,150,7.75,0,-9999,290.75,3.25,0.25,291,3.25,0.25,180.75,3,0
2020-12-08T11:00:00,34.68052667,135.2835883,0.6552231311798096,20,-9999,286,3.25,0.25,0.5,150.5,7.25,0,-9999,288.5,3.25,0.25,292.25,3.25,0.25,190.25,3,0
2020-12-08T12:00:00,34.68062167,135.28356,0.6552231311798096,20,-9999,285.25,3.25,0.25,0.5,151,7.25,0,-9999,287.25,3.25,0.25,296.75,3.25,0.25,196,3,0
